id,previsoes
1.38509E+038,113314.6796875
1.71763E+038,68481.984375
7.12274E+036,54186.76953125
3.29319E+037,67119.8671875
2.30483E+038,113894.203125
3.15767E+038,171532.390625
3.01104E+038,58853.78125
2.27511E+038,77071.3046875
2.28659E+038,107297.0234375
6.80868E+037,184098.8125
1.69041E+038,54614.51953125
1.49581E+038,79506.390625
6.62524E+037,222805.953125
2.6286E+038,116248.2109375
3.1783E+038,88828.7109375
2.48878E+037,172470.484375
2.30199E+038,99416.2578125
7.4012E+037,274536.46875
1.44734E+038,101414.3125
1.42405E+038,108630.234375
1.73325E+038,87818.015625
1.55561E+038,124275.90625
8.60264E+037,113599.4921875
2.29257E+038,45328.71484375
2.49214E+038,81317.5234375
8.34732E+037,119972.3125
1.8058E+038,72568.09375
2.5949E+038,128476.9140625
1.20796E+038,255899.09375
2.41431E+038,307177.40625
5.30918E+037,101932.703125
1.71977E+038,192056.9375
2.01915E+038,117416.7265625
8.40594E+037,129369.984375
3.28387E+038,247050.234375
1.71544E+037,207476.59375
1.92E+038,79072.890625
1.80082E+038,257780.5
2.53986E+038,97169.375
8.20363E+037,129033.21875
3.3392E+038,121901.125
3.13705E+038,100518.71875
2.15781E+038,75200.0390625
3.23576E+038,167276.5625
2.12667E+037,63325.03125
1.86278E+038,248310.734375
1.18654E+038,74907.9765625
1.78402E+038,117240.890625
1.41116E+037,256713.984375
3.25687E+038,139830.5625
3.38873E+038,75619.1328125
2.45441E+038,128588.1796875
3.99228E+036,102464.1171875
1.77918E+038,115152.578125
3.07183E+038,98610.265625
3.35471E+038,112771.40625
2.03204E+038,73510.09375
1.34385E+038,110234.6171875
6.54069E+036,274058.28125
2.0324E+038,66042.8203125
3.93765E+037,304448.875
3.33343E+038,137821.703125
2.16088E+038,61675.3671875
2.94256E+038,89353.8984375
2.49325E+038,117177.5390625
2.27935E+038,81893.7109375
1.57502E+038,136706.75
2.97126E+038,71800.28125
8.7136E+037,75793.4453125
1.99891E+038,60342.9921875
1.02123E+038,91797.15625
2.37512E+038,105143.21875
3.09843E+037,101568.7734375
1.26374E+038,85994.7421875
3.17467E+038,253992.0625
5.28652E+037,146758.125
8.69842E+037,117366.6171875
1.14417E+038,45209.19921875
4.95003E+037,135498.203125
1.54652E+037,145886.328125
3.07334E+038,106811.390625
2.28144E+038,163526.328125
2.87139E+038,185263.703125
8.99144E+037,172080.890625
1.57725E+038,117330.1875
2.10561E+038,119669.328125
9.53346E+036,93790.875
3.61555E+037,122928.4140625
2.34127E+038,90276.1484375
2.80305E+038,89070.2265625
2.06681E+038,49439.46484375
3.3882E+038,98500.9921875
2.0471E+038,202868.046875
9.08754E+037,224383.84375
2.75476E+038,210141.59375
1.35799E+038,49558.84765625
1.64677E+037,77996.3828125
1.54738E+038,221629.046875
2.75776E+038,58331.2734375
6.04521E+037,83596.7890625
5.5574E+037,109124.6953125
2.53718E+038,68942.9140625
3.14065E+038,146153.359375
1.8957E+038,222085.390625
2.38253E+037,148290.1875
2.02301E+038,99133.7890625
1.0424E+038,327358.875
1.18155E+038,240303.890625
2.55279E+038,89071.5234375
2.05713E+038,72969.4453125
2.71568E+038,122446.9296875
8.35003E+037,173480.59375
1.99826E+038,117667.40625
3.55037E+037,147025.515625
1.36745E+038,44888.22265625
1.46461E+037,297444.5
1.75457E+038,71236.609375
1.71887E+038,81827.0546875
5.5752E+036,231925.3125
1.11244E+037,340091.78125
2.78013E+038,257112.71875
1.27163E+038,45201.9921875
3.02696E+038,75055.828125
3.39163E+038,40497.07421875
2.5318E+038,137391.21875
1.07541E+038,120978.671875
2.02747E+038,136469.59375
1.98479E+038,95321.8203125
2.86843E+038,45107.5703125
1.43789E+038,138801.3125
7.82019E+037,133907.546875
7.15398E+037,33087.73046875
1.23838E+038,86408.2890625
1.65334E+038,179388.1875
1.64848E+038,68135.6328125
1.01135E+038,109260.015625
1.41374E+038,52410.265625
5.15014E+037,72967.28125
3.33099E+038,86519.265625
8.02344E+037,77781.8515625
2.97673E+038,189936.90625
2.04725E+038,97626.71875
1.64733E+038,115045.4921875
6.54454E+037,66910.2265625
1.25195E+038,35544.73828125
2.81258E+038,118756.25
7.27602E+037,328523.875
1.44585E+038,115308.2734375
1.09409E+038,133551.21875
6.6976E+037,51658.98828125
1.15854E+038,198930.53125
2.32721E+038,121380.5625
3.23041E+038,70591.7265625
1.89571E+038,226570.578125
2.7883E+038,73591.1171875
3.00984E+038,138293.65625
1.73248E+038,129546.6328125
1.2904E+038,129290.7890625
1.46454E+038,101961.5859375
1.29593E+038,49438.43359375
5.51787E+037,128582.703125
1.88552E+038,41885.84765625
6.87388E+037,135904.421875
1.4365E+038,76848.0078125
2.17143E+038,79548.8515625
2.85858E+038,67278.8828125
1.35308E+038,95073.2109375
2.90335E+036,78161.1171875
2.35485E+038,134062.734375
2.96017E+038,340091.625
2.1293E+038,164034.546875
4.47921E+037,123032.0390625
2.4968E+038,189208.171875
1.88132E+038,91069.3203125
2.43258E+038,136804.140625
2.97502E+038,243669.875
2.04841E+037,166729.53125
2.53948E+038,114126.125
9.82006E+037,93700.2109375
1.41228E+037,86567.765625
2.08598E+038,66981.34375
2.98476E+038,206016.34375
2.58879E+036,90313.9140625
9.71263E+036,105488.234375
4.2967E+037,94523.03125
3.3181E+038,226157.21875
2.85315E+038,103394.0546875
1.47573E+038,115310.7265625
1.73652E+038,195764.640625
2.28353E+037,83463.2265625
1.63336E+038,133887.328125
7.95809E+037,119403.765625
1.80937E+037,63464.90234375
1.63127E+038,235495.1875
8.26993E+037,47527.8046875
1.19898E+038,107174.078125
6.81201E+037,184380.65625
5.44996E+037,119086.0546875
6.31512E+037,137922.96875
1.45334E+038,88101.953125
3.36203E+038,313850.0625
8.02766E+037,56954.90234375
2.1151E+038,121414.0703125
7.80286E+037,224219.546875
1.13814E+038,95598.1484375
4.29769E+036,85956.8828125
2.36243E+037,36003.34375
4.04001E+037,102650.2265625
9.05894E+037,43717.3984375
6.49303E+037,130435.640625
3.19958E+038,132537.703125
1.85473E+038,116345.03125
1.9828E+038,145141.6875
2.91324E+038,232471.46875
2.52398E+038,109556.078125
1.61514E+038,52660.74609375
1.33942E+038,77293.5
2.36699E+038,117604.3671875
2.20897E+038,63121.71484375
1.25219E+038,64171.19140625
2.25236E+038,81039.7265625
1.02867E+038,250058.71875
3.34672E+038,110872.0546875
2.02239E+038,70751.75
2.94826E+038,83588.828125
1.34054E+038,57387.2578125
6.95661E+037,102476.1953125
1.50522E+038,57012.4921875
7.22508E+037,77360.8671875
1.49744E+038,61127.94140625
9.63372E+037,230913.15625
1.01203E+038,99565.265625
3.12483E+037,122298.25
2.35397E+037,67805.7421875
1.19322E+038,106828.4921875
1.60148E+038,253429.6875
1.75024E+038,40374.703125
2.61524E+038,85449.6171875
1.28976E+038,121897.484375
2.33049E+038,86215.34375
1.74511E+038,172997.078125
2.26726E+038,97442.2578125
3.76525E+037,133770.0625
2.08215E+038,238928.984375
2.4105E+038,151181.8125
3.09355E+038,143948.546875
2.10729E+038,100213.015625
2.51084E+038,77594.875
3.25887E+037,68104.2734375
1.86179E+038,198757.0625
2.7857E+037,100370.3046875
3.29445E+038,140348.6875
6.02857E+037,101510.125
2.39905E+038,168287.421875
2.31651E+038,91950.328125
3.21483E+038,78380.03125
9.06219E+037,82449.5
2.7664E+038,94610.8046875
3.55996E+037,107488.1796875
2.72428E+038,137946.078125
1.38274E+037,63264.1875
2.79109E+038,83984.0234375
3.21479E+038,101201.65625
1.74227E+038,112588.0546875
1.82866E+038,66287.53125
1.72438E+038,124526.609375
2.82031E+038,71872.9375
8.24285E+037,87931.3046875
6.10241E+037,52891.5859375
9.64338E+037,401026.1875
3.12463E+037,137682.15625
2.45585E+038,154768.125
2.37395E+038,154963.328125
3.34096E+038,145745.5625
3.06267E+038,83707.6875
2.5186E+038,64901.046875
2.51654E+038,203798.921875
2.9162E+038,115493.09375
3.2708E+038,56250.8359375
2.44422E+038,53625.5
1.70463E+038,142270.140625
2.57989E+038,78499.5078125
3.31374E+038,102133.515625
2.3073E+037,102677.2734375
4.29974E+037,116001.0859375
6.32981E+037,62820.609375
2.97498E+038,98433.3046875
3.03445E+038,100629.953125
3.22861E+038,72566.6328125
4.85271E+037,183284.9375
7.51175E+037,76053.6953125
1.16019E+038,135068.703125
1.35383E+038,233079.390625
4.75741E+037,139279.46875
6.45979E+036,101743
9.51069E+037,87849.9140625
2.87826E+037,70414.921875
2.62978E+038,229427.203125
1.74071E+038,248490.96875
1.24672E+038,227617.875
2.69337E+038,161958.296875
2.09259E+038,52862.24609375
1.39371E+038,42831.73046875
2.89941E+037,78415.2890625
2.93258E+038,71814.4765625
2.72382E+038,331277.4375
3.07874E+038,133955.8125
1.14022E+038,136899.78125
8.5436E+037,144033.71875
1.0312E+038,263886.53125
3.14562E+038,122962.1953125
2.39142E+038,120128.234375
7.6698E+037,103741.7421875
2.64305E+038,40124.71875
1.31552E+038,157657.8125
1.98837E+038,103795.6640625
1.59709E+038,148101.546875
2.40436E+038,90899.0546875
2.37164E+037,63476.8046875
2.97199E+038,68439.5625
1.97441E+038,60001.0546875
1.80746E+038,115668.6953125
1.1999E+038,117593.296875
6.9458E+036,78600.1484375
6.31047E+037,95042.71875
2.68014E+038,109265.71875
8.20193E+036,87968.4609375
2.93424E+038,64481.40234375
1.97527E+038,120693.828125
2.41005E+038,97021.3046875
2.47539E+038,111317.75
2.02615E+038,196763.703125
2.92922E+038,132191.140625
1.02147E+038,141602.1875
2.04595E+038,105774.078125
1.64466E+038,157060.5
3.13502E+038,55363.328125
2.35769E+038,108086.828125
5.54824E+037,114196.6171875
2.7451E+038,249722.9375
2.62354E+038,75173.109375
2.25179E+038,158247.625
2.04835E+038,43458.359375
1.20968E+038,117201.828125
6.93845E+037,160507.859375
1.72354E+038,70819.59375
9.36644E+037,126089.359375
3.36962E+038,207912.59375
2.23211E+038,71975.4609375
1.87613E+038,116408.28125
2.96797E+038,57063.4375
2.96694E+038,77981.828125
6.26689E+037,85762.125
5.83136E+036,89724.8359375
2.6352E+038,55168.5
9.3913E+037,103507.953125
1.87792E+038,125227.359375
7.71937E+037,96754.4921875
9.32449E+037,85212.6796875
4.55543E+037,201774.734375
1.45628E+038,106653.375
2.76147E+038,256727.9375
1.0181E+038,93858.2578125
3.2365E+038,96761.734375
2.40863E+038,129792.140625
1.7326E+038,120249.8515625
2.10906E+038,73227.2109375
1.28124E+038,109908.0546875
5.53311E+037,62193.421875
4.89247E+037,164766.703125
9.82245E+037,55005.58984375
1.46074E+037,114874.703125
1.67709E+038,68638.296875
2.81031E+038,118432.9765625
3.1715E+038,122141.6484375
1.11874E+038,113941.625
2.17329E+037,192916.28125
1.79559E+038,209449.84375
2.56603E+038,84713.390625
2.28377E+037,152255.15625
1.53159E+038,235590.140625
6.80466E+037,116869.1640625
5.46715E+037,101982.4296875
9.07335E+037,121761.1875
7.48298E+037,85086.8125
1.137E+038,125360.8671875
3.09367E+037,100324.171875
2.86718E+038,113483.0546875
5.30409E+037,260271.328125
2.27799E+038,117565.71875
1.05985E+038,108875.9765625
1.36217E+038,91187.015625
3.13924E+038,117940.0390625
2.56536E+038,81363.8671875
1.61277E+038,61460.203125
1.93023E+038,242025.3125
4.51238E+036,105184.375
2.41452E+038,121413.1640625
3.33138E+038,82472.8515625
1.22104E+036,91170.9921875
1.7693E+037,98127.7890625
2.33875E+038,78757.53125
2.94239E+037,127150.1484375
1.23067E+038,185523.40625
6.75764E+037,140778.796875
3.36003E+038,62891.0078125
7.09511E+037,158862.5
1.51224E+038,96469.71875
1.46804E+038,124275.1796875
2.54871E+037,106708.609375
3.06159E+038,51975.3359375
2.33292E+038,162183.53125
1.0365E+038,74262.8046875
2.7042E+038,74043.3125
1.53144E+038,120572.53125
2.30243E+038,83519.453125
3.19099E+038,60254.90234375
1.46493E+038,57807.1875
1.63251E+038,105445.78125
2.53009E+037,106000
5.56332E+037,151681.21875
4.91994E+037,54074.796875
2.32358E+038,79188.8046875
1.79483E+038,220069.546875
2.9373E+037,126631.5546875
1.07535E+038,79117.71875
1.20572E+038,80155.1953125
7.42116E+036,133275.265625
2.38932E+038,81449.9140625
2.0274E+038,132941.984375
1.66893E+037,200339.296875
1.48012E+038,73013.2890625
1.28134E+038,149613.046875
1.67571E+038,128241.6875
1.84011E+038,108190.078125
1.69465E+038,205771.28125
1.30362E+038,108253.1484375
3.31939E+038,132232.046875
8.75695E+037,209991.640625
2.30771E+038,343155.15625
2.67367E+038,52918.30078125
1.99926E+038,202717.671875
2.66969E+038,78117.1953125
1.67826E+038,102605.6015625
1.08079E+038,91877.46875
9.16841E+036,96774.1328125
2.20379E+038,86463.2734375
8.54098E+037,109647.6796875
1.08316E+038,142754.75
1.38179E+038,84063.4609375
1.09449E+038,122747.6328125
4.81017E+037,307140.53125
2.32801E+038,104265.859375
1.12834E+038,107237.5078125
9.38482E+036,155266.890625
3.15098E+038,202589.65625
3.12988E+038,119026.171875
2.83651E+038,59875.51953125
1.91707E+038,141218.875
1.06127E+038,119535.453125
2.62258E+038,155651.015625
2.55899E+038,111353.8203125
1.14164E+038,100894.09375
3.01846E+038,118658.6015625
9.23991E+037,119780.859375
1.58805E+038,79927.40625
3.18699E+038,279003.5
2.97114E+038,209963.3125
2.00475E+038,119267.1640625
2.23365E+038,175021.953125
3.2426E+038,96869.7734375
3.04251E+038,110497.7265625
8.59377E+037,154264.046875
1.08989E+038,206492.125
4.78488E+037,71983.78125
2.62531E+038,287230
8.56559E+037,114314.5078125
2.98185E+038,229293.703125
9.54088E+037,103547.046875
1.22922E+038,68674.4609375
6.18358E+036,80323.328125
2.74289E+038,119284.8046875
3.47268E+037,203335.125
8.45865E+037,210734.484375
1.2072E+038,98768.5546875
1.77428E+038,73353.84375
1.15727E+038,118393.6015625
3.39529E+038,132849.671875
1.12279E+038,52160.75
1.50656E+038,72844.375
2.05141E+038,284793.90625
1.43223E+038,41197.2265625
2.22242E+038,141213.140625
1.85476E+038,142382.609375
2.47943E+037,225958.65625
1.70387E+038,100077.9765625
8.95993E+037,100001.203125
1.32628E+038,107597.5234375
2.09256E+038,117690.484375
2.99146E+038,274499.8125
9.214E+037,246391.609375
2.26355E+038,93183.671875
1.11624E+038,120566.3828125
4.62376E+037,136946.03125
6.16955E+037,144073.75
1.17251E+038,69900.6875
1.62615E+038,96643.40625
1.82561E+037,105374.2734375
6.26546E+037,250553.734375
1.34203E+038,277568.59375
2.14664E+037,54378.453125
1.97898E+038,134142.71875
2.18823E+038,72378.1015625
1.92658E+038,85277.875
2.23774E+038,82503.109375
1.52491E+037,153206.65625
1.30656E+038,69010.25
1.66392E+038,123179.6015625
2.80509E+038,93013.0703125
5.02238E+037,139209.734375
4.39258E+037,127242.875
3.37502E+038,38576.9609375
2.88295E+038,117051.71875
2.80534E+038,76487.2578125
2.5812E+038,54034.70703125
9.77283E+036,210613.375
6.62201E+037,212742.921875
1.10727E+038,149527.171875
3.2746E+038,244919.640625
1.80902E+038,151339.390625
1.95646E+038,89815.34375
1.09843E+037,140712.328125
7.68851E+037,72140.28125
5.5137E+037,97745.8828125
7.67618E+037,60377.97265625
2.62778E+038,81477.7421875
1.07836E+038,84951.78125
1.64707E+038,117613.734375
1.45637E+038,147366.703125
9.00116E+037,84272.5234375
3.20131E+037,89123.0234375
5.81323E+037,87792.78125
2.60299E+038,263563.875
1.84335E+038,75252.75
2.85609E+038,102097.8046875
2.51286E+038,271976.28125
3.02864E+038,114035.765625
2.10196E+038,110194.5
1.76243E+038,75272.7890625
3.05349E+038,147014.421875
3.06131E+038,177568.453125
1.7793E+038,40168.12890625
6.47585E+037,70893.7421875
1.26258E+038,85827.4296875
4.55504E+037,126155.6640625
2.89637E+038,128404.8359375
2.31679E+038,47364.4140625
1.91391E+038,85835.5390625
4.99099E+037,149899.171875
3.36904E+038,68573.796875
4.04368E+037,67128.859375
2.10353E+038,179673.3125
2.08928E+038,69235.6171875
6.82286E+037,138732.46875
3.07748E+038,250791.21875
8.37556E+036,87469.0390625
1.66716E+038,141208.96875
1.20657E+038,129379.3125
8.89083E+037,117021.9296875
2.62496E+038,103979.859375
1.36803E+038,44291.8125
2.83058E+038,52464.06640625
3.12016E+038,120398.9609375
1.19763E+038,134941.015625
2.56906E+037,110736.7578125
1.92828E+038,102574.828125
1.51241E+038,45919.43359375
1.40626E+038,82421.59375
1.66242E+037,211467.21875
2.16139E+037,143777.40625
2.43552E+038,77673.8125
2.93741E+038,255240.09375
2.26095E+038,146083.890625
1.81601E+038,166339.015625
1.90489E+038,110011.109375
2.59736E+038,125057.0703125
1.86589E+038,172278.546875
2.42607E+037,86727.1484375
2.0593E+038,196587.765625
2.41182E+038,426765.65625
9.86981E+037,122773.640625
1.26253E+038,61978.3671875
2.69167E+038,130472.203125
2.67527E+038,275747.34375
3.00794E+038,103660.0625
7.53898E+037,122744.4609375
1.35852E+038,157089.296875
2.68831E+038,50302.53125
1.36624E+038,77034.578125
2.37309E+038,176939.765625
1.23409E+038,85429.1640625
3.14238E+038,50947.1015625
3.14951E+038,85636.9453125
2.18743E+038,189673.5
3.21265E+038,111604.0234375
1.44119E+038,121054.96875
3.30113E+037,152532.9375
2.29563E+038,130509.859375
2.06648E+038,126886.4296875
2.90686E+038,141973.96875
2.62359E+038,328072.96875
2.701E+038,56770.3125
4.55041E+037,133357
1.16419E+038,67689.03125
8.91104E+037,89582.0078125
3.33487E+038,97611.484375
1.4922E+038,143261.28125
2.49382E+038,192285.765625
7.38728E+037,94721.9921875
5.36099E+037,276618.3125
2.25982E+038,323186.09375
4.2769E+036,185957.203125
1.1842E+038,83396.4453125
3.01523E+038,231257.90625
2.1696E+038,140958.84375
1.23328E+038,86051.046875
2.38254E+038,73221.296875
1.03552E+038,77516.8203125
7.65449E+037,208164.375
2.40778E+038,62100.50390625
3.2824E+038,60902.3671875
2.28037E+038,304587.28125
1.5985E+038,83882.125
2.21293E+038,246425.734375
6.03435E+037,72871.3984375
1.89037E+038,73485.3515625
5.76639E+037,88610.96875
8.12189E+037,328948.5625
2.85959E+038,68077.21875
9.23949E+037,116445.8046875
3.00203E+038,113992.421875
1.73649E+038,298299.3125
2.04605E+037,244732.609375
3.00263E+038,133371.96875
3.15203E+038,90846.4296875
8.72352E+037,101819.453125
1.97003E+038,97552.90625
1.48129E+037,230882.453125
6.84359E+037,97079.8828125
6.91045E+037,115163.734375
3.00467E+037,96879.1015625
2.93384E+038,123754.0390625
1.69531E+038,229263.5
2.82959E+038,114740.234375
1.45715E+038,103265.25
2.16184E+038,98312.6328125
1.08419E+038,50972.80859375
2.22565E+038,115724.484375
2.2749E+038,32145.80859375
4.62399E+037,105179.046875
3.05262E+037,138042.9375
6.21898E+037,91168.75
1.71994E+036,89381.7890625
1.50137E+037,69060.8125
1.58857E+038,112509.0703125
3.06017E+037,260862.578125
2.70163E+038,238728.96875
4.3963E+037,64722.62890625
1.46659E+037,102888.6875
9.3563E+037,204135.203125
1.95466E+038,101762.453125
1.68585E+038,129976.171875
3.05742E+038,119145.2890625
5.91677E+037,115898.5625
3.11837E+037,301312.75
2.97904E+038,76992.234375
2.42628E+038,45162.875
2.30757E+038,116032.28125
9.81203E+037,54236.5546875
2.56639E+038,66705.171875
7.9187E+037,69794.1953125
3.11753E+038,107553.109375
2.04829E+038,96114.90625
3.19105E+038,130310.8046875
1.26714E+038,101889.7421875
7.01488E+037,127184.7578125
2.03366E+038,82639.140625
1.75899E+038,140388.171875
4.70015E+037,167040.828125
2.76511E+038,42705.3515625
7.64521E+037,98926.2421875
6.96933E+037,234375.265625
3.03826E+038,172934.921875
1.71492E+038,71488.859375
3.27761E+038,60183.66015625
1.5597E+038,81364.3984375
6.60004E+037,83656.4453125
1.31319E+038,56892.890625
1.46392E+038,128746
3.63092E+037,304185.5625
1.46746E+038,70366.3203125
3.20993E+038,241603.21875
3.26283E+038,61999.2109375
3.58892E+037,175360.4375
2.3106E+038,80774.1171875
1.60457E+037,135965.3125
2.58517E+038,117369.90625
2.28266E+038,51941.953125
2.82233E+038,111837.3125
1.64787E+038,206654.046875
2.31799E+038,79442.3203125
9.5716E+036,254253.921875
1.96414E+038,219797.046875
2.82671E+038,92547.453125
1.19975E+038,117989.703125
1.79025E+038,105471.8125
9.5814E+037,139532.515625
1.92777E+038,99833.578125
2.62467E+038,96629.9765625
6.4298E+037,102904.6015625
1.34939E+038,118062.5546875
1.76699E+037,127505.078125
6.63498E+037,127075.984375
2.84034E+038,63301.6953125
3.21005E+037,235856.5625
1.29922E+038,83690.3671875
2.83358E+038,118219.0859375
2.97962E+038,94169.53125
7.35265E+037,119158.1015625
7.46118E+037,123623.1640625
3.24478E+038,83267.7109375
6.37808E+037,93219.078125
2.92604E+038,79123.640625
8.28469E+037,62893.765625
8.1364E+037,112406.5
1.81196E+038,156823.890625
6.24885E+037,49569.76171875
1.31346E+038,137858.890625
1.89653E+038,86782.609375
1.7673E+038,264695.21875
3.1058E+038,117427.0625
2.1489E+038,154162.171875
2.39917E+038,60533.21484375
2.50071E+038,98790.375
2.80454E+038,86572.1875
9.7397E+037,91361.046875
1.22204E+038,146642.5625
9.92451E+037,100930.9375
1.95303E+038,191664.171875
2.72609E+037,116592.7890625
1.07196E+038,116559.9375
1.61896E+038,122043.7421875
1.78481E+038,198433.390625
1.02006E+038,46218.7265625
1.59451E+038,108228.75
1.86024E+037,159906.96875
1.48884E+038,101783.515625
2.05138E+038,86119.6953125
3.39891E+038,73301.046875
2.39269E+038,197004.765625
1.51912E+038,245971.9375
3.38387E+037,101707.1796875
7.93596E+037,104728.25
6.2158E+037,238062.890625
3.02692E+038,51167.5625
1.45882E+038,49363.08984375
8.96745E+037,110413.2421875
1.4928E+038,118209.9609375
2.57364E+038,89236.625
1.57012E+038,125866.3046875
2.16861E+038,139089.09375
6.45817E+037,97344.75
2.83469E+038,127720.671875
1.05012E+037,56955.1640625
2.01947E+038,64555.24609375
8.54544E+037,86726.7578125
3.04465E+038,126821.4765625
1.42477E+038,66336.7421875
6.035E+037,114983.21875
2.01052E+038,192000.109375
3.21296E+038,96797.2734375
3.34394E+038,245379.921875
4.0676E+037,119016.3984375
2.1677E+038,147729.046875
2.65536E+038,188884.53125
1.92333E+038,112138.953125
9.48181E+037,113109.9453125
2.21474E+038,71526.5546875
1.01789E+038,82139.3515625
2.35707E+037,68198.09375
2.76798E+038,160100
3.37508E+038,289625.59375
2.51075E+038,80566.671875
3.26074E+038,219261.984375
1.92444E+038,73423.84375
2.35826E+038,224389.578125
2.62355E+038,123911.9140625
1.88691E+037,124594.9609375
3.22853E+037,231437.65625
3.24614E+038,70154.0703125
3.78804E+037,114300.5390625
1.2553E+038,67096.0703125
2.03342E+038,158652.171875
2.42942E+038,74547.7265625
2.18898E+038,117505.421875
8.92333E+037,245377.421875
1.95886E+038,108207.3359375
2.56177E+038,69951.390625
2.3772E+037,186684.921875
1.63371E+038,185857
1.89585E+038,253831.296875
2.64235E+038,118322.296875
2.13975E+038,56376.00390625
9.07292E+037,151102.234375
4.97891E+037,76841.234375
2.87226E+038,45041.7890625
8.87359E+037,127085.7265625
7.71293E+037,160250.625
1.01106E+037,95554.8671875
2.76403E+038,127063.71875
3.00996E+038,77384.4453125
1.61456E+038,91395.671875
1.59714E+037,113922.5234375
3.39883E+038,64954.1953125
8.18335E+037,273777.34375
4.52811E+037,130179.421875
1.74536E+038,51355.07421875
1.58972E+038,56432.42578125
3.15351E+038,99678.640625
2.70624E+038,87188.5390625
9.2965E+037,257795.4375
1.61017E+038,366139.4375
3.0885E+038,61411.12109375
1.57973E+038,85328.0703125
1.41508E+038,248372.1875
2.86455E+038,73703.3984375
5.47532E+037,105606.515625
2.94315E+036,111046.9609375
1.01627E+038,269647.59375
2.07048E+038,92151.3359375
2.30762E+038,104075.71875
9.35962E+037,54073.6796875
7.91486E+037,61637.1875
3.39091E+038,181767.421875
2.2471E+038,86270.484375
2.00358E+038,202222.875
2.04658E+038,59566.6328125
1.47318E+037,106553.8046875
1.18733E+038,112451.7109375
2.1594E+038,156077.984375
3.1668E+038,60518.859375
2.11522E+038,116407.3828125
1.16662E+038,86345.8359375
1.44506E+038,104182.015625
8.25721E+037,112473.5078125
9.86074E+037,86247.1015625
8.3817E+037,159697.796875
2.32631E+038,80375.5625
2.87562E+038,72497.3359375
1.93047E+038,46152.62890625
1.22663E+037,94326.7109375
2.58015E+038,75848.6015625
1.14879E+038,83834.59375
2.86118E+038,129053.015625
2.97709E+038,121452.78125
5.07139E+037,99681.0234375
1.85848E+038,51483.33203125
3.22522E+038,324141.03125
4.09495E+037,108955.578125
3.35934E+038,153403.265625
1.38711E+038,90932.875
4.59648E+037,128694.25
6.6227E+037,149937.140625
2.96075E+038,112771.4140625
1.67974E+038,70859.5625
2.13047E+038,144547.046875
8.82482E+037,246878.78125
3.05714E+038,131744.671875
